Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Ke Q., Kanade T.",Robust L 1 norm factorization in the presence of outliers and missing data by alternative convex programming,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467342,739,746,,152,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745179218&partnerID=40&md5=6de514d39dc477360a23680074f23b6f,"Computer Science Department, Carnegie Mellon University, Pittsburgh, PA 15213, United States","Ke, Q., Computer Science Department, Carnegie Mellon University, Pittsburgh, PA 15213, United States; Kanade, T., Computer Science Department, Carnegie Mellon University, Pittsburgh, PA 15213, United States",Conference Paper,Scopus,2-s2.0-33745179218
"Bi J., Chen Y., Wang J.Z.",A sparse support vector machine approach to region-based image categorization,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467392,1121,1128,,29,10.1109/CVPR.2005.48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745149013&doi=10.1109%2fCVPR.2005.48&partnerID=40&md5=64d131ba0270c4a2bc3aedce21dfc912,"Computer Aided Diagnosis and Therapy Solutions, Siemens Medical Solutions, Inc., 51 Valley Stream Parkway, Malvern, PA 19355, United States; Department of Computer Science, University of New Orleans, New Orleans, LA 70148, United States; School of Information Sciences and Technology, Pennsylvania State University, State College, PA 16802, United States","Bi, J., Computer Aided Diagnosis and Therapy Solutions, Siemens Medical Solutions, Inc., 51 Valley Stream Parkway, Malvern, PA 19355, United States; Chen, Y., Department of Computer Science, University of New Orleans, New Orleans, LA 70148, United States; Wang, J.Z., School of Information Sciences and Technology, Pennsylvania State University, State College, PA 16802, United States",Conference Paper,Scopus,2-s2.0-33745149013
"Lee K.-C., Kriegman D.",Online learning of probabilistic appearance manifolds for video-based recognition and tracking,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467356,852,859,,101,10.1109/CVPR.2005.260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745153111&doi=10.1109%2fCVPR.2005.260&partnerID=40&md5=f92d04f4d1fd1338e442a89099ab9918,"Computer Science, University of Illinois, Urbana-Champaign, Urbana, IL 61801, United States; Computer Science and Engineering, University of California, San Diego, San Diego, CA 92093, United States","Lee, K.-C., Computer Science, University of Illinois, Urbana-Champaign, Urbana, IL 61801, United States; Kriegman, D., Computer Science and Engineering, University of California, San Diego, San Diego, CA 92093, United States",Conference Paper,Scopus,2-s2.0-33745153111
"Chang C., Ansari R.",Real-time tracking with multiple cues by set theoretic random search,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467366,932,938,,,10.1109/CVPR.2005.295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745144670&doi=10.1109%2fCVPR.2005.295&partnerID=40&md5=7adcd16182de1b0f24ec241745c7791e,"ECE Department, University of Illinois, Chicago, IL 60607, United States; Microsoft Corporation, United States","Chang, C., ECE Department, University of Illinois, Chicago, IL 60607, United States, Microsoft Corporation, United States; Ansari, R., ECE Department, University of Illinois, Chicago, IL 60607, United States",Conference Paper,Scopus,2-s2.0-33745144670
"Rahimi A., Recht B., Darrell T.",Learning appearance manifolds from video,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467358,868,877,,32,10.1109/CVPR.2005.204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745179566&doi=10.1109%2fCVPR.2005.204&partnerID=40&md5=ebf130db32b283b264b548a14d78f25b,"MIT CS, AI Lab., Cambridge, MA 02139, United States; MIT Media Lab., Cambridge, MA 02139, United States","Rahimi, A., MIT CS, AI Lab., Cambridge, MA 02139, United States; Recht, B., MIT Media Lab., Cambridge, MA 02139, United States; Darrell, T., MIT CS, AI Lab., Cambridge, MA 02139, United States",Conference Paper,Scopus,2-s2.0-33745179566
"Freedman D., Zhang T.",Interactive graph cut based segmentation with shape priors,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467344,755,762,,203,10.1109/CVPR.2005.191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745128094&doi=10.1109%2fCVPR.2005.191&partnerID=40&md5=6e54cd05bf86100c99a0ba4a6464907a,"Computer Science Department, Rensselaer Polytechnic Institute, Troy, NY 12180, United States","Freedman, D., Computer Science Department, Rensselaer Polytechnic Institute, Troy, NY 12180, United States; Zhang, T., Computer Science Department, Rensselaer Polytechnic Institute, Troy, NY 12180, United States",Conference Paper,Scopus,2-s2.0-33745128094
"Ponce J., McHenry K., Papadopoulo T., Teillaud M., Triggs B.",On the absolute quadratic complex and its application to autocalibration,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467347,780,787,,14,10.1109/CVPR.2005.256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745116243&doi=10.1109%2fCVPR.2005.256&partnerID=40&md5=50776a07ff152e160f4c9fc2cdd47f51,"Beckman Institute, University of Illinois, Urbana, IL 61801, United States; INRIA Sophia-Antipolis, 2004 Route des Lucioles, 06902 Sophia Antipolis, France; INRIA Rhône-Alpes, 665, Avenue de l'Europe, 38330 Montbonnot, France","Ponce, J., Beckman Institute, University of Illinois, Urbana, IL 61801, United States; McHenry, K., Beckman Institute, University of Illinois, Urbana, IL 61801, United States; Papadopoulo, T., INRIA Sophia-Antipolis, 2004 Route des Lucioles, 06902 Sophia Antipolis, France; Teillaud, M., INRIA Sophia-Antipolis, 2004 Route des Lucioles, 06902 Sophia Antipolis, France; Triggs, B., INRIA Rhône-Alpes, 665, Avenue de l'Europe, 38330 Montbonnot, France",Conference Paper,Scopus,2-s2.0-33745116243
"Shirahatti N.V., Barnard K.",Evaluating image retrieval,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467369,955,961,,17,10.1109/CVPR.2005.147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745181962&doi=10.1109%2fCVPR.2005.147&partnerID=40&md5=f5218b1feb37cbafcfdcc76047517e17,"Electrical and Computer Engineering, University of Arizona, United States; Department of Computer Science, University of Arizona, United States","Shirahatti, N.V., Electrical and Computer Engineering, University of Arizona, United States; Barnard, K., Department of Computer Science, University of Arizona, United States",Conference Paper,Scopus,2-s2.0-33745181962
"Tian Y.-L., Lu M., Hampapur A.",Robust and efficient foreground analysis for real-time video surveillance,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467400,1182,1187,,136,10.1109/CVPR.2005.304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745137869&doi=10.1109%2fCVPR.2005.304&partnerID=40&md5=cb98798df0b5594c554d3de803d17aa7,"IBM T.J. Watson Research Center, PO BOX 704, Yorktown Heights, NY 10598, United States","Tian, Y.-L., IBM T.J. Watson Research Center, PO BOX 704, Yorktown Heights, NY 10598, United States; Lu, M., IBM T.J. Watson Research Center, PO BOX 704, Yorktown Heights, NY 10598, United States; Hampapur, A., IBM T.J. Watson Research Center, PO BOX 704, Yorktown Heights, NY 10598, United States",Conference Paper,Scopus,2-s2.0-33745137869
"Shi M., Zheng J.Y.",A slit scanning depth of route panorama from stationary blur,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467382,1047,1054,,8,10.1109/CVPR.2005.46,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744964550&doi=10.1109%2fCVPR.2005.46&partnerID=40&md5=1d83272681662ac248ee04b279689186,"Department of Computer Science, Indiana University, Purdue University Indianapolis, United States","Shi, M., Department of Computer Science, Indiana University, Purdue University Indianapolis, United States; Zheng, J.Y., Department of Computer Science, Indiana University, Purdue University Indianapolis, United States",Conference Paper,Scopus,2-s2.0-33744964550
"Lange T., Law M.H.C., Jain A.K., Buhmann J.M.",Learning with constrained and unlabelled data,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467341,731,738,,38,10.1109/CVPR.2005.210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745162259&doi=10.1109%2fCVPR.2005.210&partnerID=40&md5=3914765bbabc67bb272236a7b250419c,"Institute of Computational Science, ETH Zurich, CH-8050 Zurich, Switzerland; Dept. of Computer Science and Engineering, Michigan State University, East Lansing, MI 48823, United States","Lange, T., Institute of Computational Science, ETH Zurich, CH-8050 Zurich, Switzerland; Law, M.H.C., Dept. of Computer Science and Engineering, Michigan State University, East Lansing, MI 48823, United States; Jain, A.K., Dept. of Computer Science and Engineering, Michigan State University, East Lansing, MI 48823, United States; Buhmann, J.M., Institute of Computational Science, ETH Zurich, CH-8050 Zurich, Switzerland",Conference Paper,Scopus,2-s2.0-33745162259
"Zhang D., Gatica-Perez D., Bengio S., McCowan L.",Semi-supervised adapted HMMs for unusual event detection,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467324,611,618,,108,10.1109/CVPR.2005.316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745127418&doi=10.1109%2fCVPR.2005.316&partnerID=40&md5=dab119c27c97f0cd1b3c613c7df362b2,"IDIAP Research Institute, Martigny, Switzerland; Swiss Federal Institute of Technology, Lausanne, Switzerland","Zhang, D., IDIAP Research Institute, Martigny, Switzerland, Swiss Federal Institute of Technology, Lausanne, Switzerland; Gatica-Perez, D., IDIAP Research Institute, Martigny, Switzerland; Bengio, S., IDIAP Research Institute, Martigny, Switzerland, Swiss Federal Institute of Technology, Lausanne, Switzerland; McCowan, L., IDIAP Research Institute, Martigny, Switzerland",Conference Paper,Scopus,2-s2.0-33745127418
"Cheng Y., Johnson A., Matthies L.",MER-DIMES: A planetary landing application of computer vision,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467350,806,813,,15,10.1109/CVPR.2005.222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745135112&doi=10.1109%2fCVPR.2005.222&partnerID=40&md5=05e238aaeedc5ccded7d3d66a2a6f4be,"Jet Propulsion Laboratory, California Institute of Technology, United States","Cheng, Y., Jet Propulsion Laboratory, California Institute of Technology, United States; Johnson, A., Jet Propulsion Laboratory, California Institute of Technology, United States; Matthies, L., Jet Propulsion Laboratory, California Institute of Technology, United States",Conference Paper,Scopus,2-s2.0-33745135112
"Liu Q., Tang X., Jin H., Lu H., Ma S.",A nonlinear approach for face sketch synthesis and recognition,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467376,1005,1010,,118,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745181680&partnerID=40&md5=27f2aa36e75c6a42f00f1882cf0e315d,"Department of Information Engineering, Chinese University of Hong Kong, Hong Kong; National Laboratory of Pattern Recognition, Institute of Automation, CAS, China; Microsoft Research Asia, Beijing, China","Liu, Q., Department of Information Engineering, Chinese University of Hong Kong, Hong Kong, National Laboratory of Pattern Recognition, Institute of Automation, CAS, China; Tang, X., Department of Information Engineering, Chinese University of Hong Kong, Hong Kong, Microsoft Research Asia, Beijing, China; Jin, H., Department of Information Engineering, Chinese University of Hong Kong, Hong Kong, National Laboratory of Pattern Recognition, Institute of Automation, CAS, China; Lu, H., National Laboratory of Pattern Recognition, Institute of Automation, CAS, China; Ma, S., National Laboratory of Pattern Recognition, Institute of Automation, CAS, China",Conference Paper,Scopus,2-s2.0-33745181680
[No author name available],Proceedings: 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition CVPR 2005,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",II,,,,,1213,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745159947&partnerID=40&md5=df0664224d58bd0437e9cea5157410d0,,,Conference Review,Scopus,2-s2.0-33745159947
"Goshen L., Shimshoni I.",Guided sampling via weak motion models and outlier sample generation for epipolar geometry estimation,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467390,1105,1112,,3,10.1109/CVPR.2005.171,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745139535&doi=10.1109%2fCVPR.2005.171&partnerID=40&md5=c46e8c9b5be881b5578ea33c7e32f91b,"Faculty of Industrial Engineering and Management, Technion - Israel Institute of Technology, Haifa, 32000, Israel","Goshen, L., Faculty of Industrial Engineering and Management, Technion - Israel Institute of Technology, Haifa, 32000, Israel; Shimshoni, I., Faculty of Industrial Engineering and Management, Technion - Israel Institute of Technology, Haifa, 32000, Israel",Conference Paper,Scopus,2-s2.0-33745139535
Porikli F.,Integral histogram: A fast way to extract histograms in Cartesian spaces,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467353,829,837,,358,10.1109/CVPR.2005.188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744958383&doi=10.1109%2fCVPR.2005.188&partnerID=40&md5=1d495dee29a5c687ff0e08ebfb6dc2d8,"Mitsubishi Electric Research Laboratories, United States","Porikli, F., Mitsubishi Electric Research Laboratories, United States",Conference Paper,Scopus,2-s2.0-33744958383
"Kaucic R., Perera A.G.A., Brooksby G., Kaufhold J., Hoogs A.",A unified framework for tracking through occlusions and across sensor gaps,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467374,990,997,,44,10.1109/CVPR.2005.53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745127415&doi=10.1109%2fCVPR.2005.53&partnerID=40&md5=709fc9905ba00e8cc99447eafc7ce5b7,"General Electric Global Research, Niskayuna, NY 12309, United States","Kaucic, R., General Electric Global Research, Niskayuna, NY 12309, United States; Perera, A.G.A., General Electric Global Research, Niskayuna, NY 12309, United States; Brooksby, G., General Electric Global Research, Niskayuna, NY 12309, United States; Kaufhold, J., General Electric Global Research, Niskayuna, NY 12309, United States; Hoogs, A., General Electric Global Research, Niskayuna, NY 12309, United States",Conference Paper,Scopus,2-s2.0-33745127415
"Bouchard G., Triggs B.",Hierarchical part-based visual object categorization,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467338,710,715,,64,10.1109/CVPR.2005.174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745132440&doi=10.1109%2fCVPR.2005.174&partnerID=40&md5=49aded72b0d567c13333321002ab3e2f,"LEAR, GRAVIR-INRIA, 655 av. de l'Europe, 38330 Montbonnot, France","Bouchard, G., LEAR, GRAVIR-INRIA, 655 av. de l'Europe, 38330 Montbonnot, France; Triggs, B., LEAR, GRAVIR-INRIA, 655 av. de l'Europe, 38330 Montbonnot, France",Conference Paper,Scopus,2-s2.0-33745132440
"Finlayson G.D., Hordley S.D., Morovic P.",Colour constancy using the chromagenic constraint,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467386,1079,1086,,19,10.1109/CVPR.2005.101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745121887&doi=10.1109%2fCVPR.2005.101&partnerID=40&md5=3171df743dad14c0e90a95194e4b435d,"School of Computing Sciences, University of East Anglia, Norwich, NR4 7TJ, United Kingdom","Finlayson, G.D., School of Computing Sciences, University of East Anglia, Norwich, NR4 7TJ, United Kingdom; Hordley, S.D., School of Computing Sciences, University of East Anglia, Norwich, NR4 7TJ, United Kingdom; Morovic, P., School of Computing Sciences, University of East Anglia, Norwich, NR4 7TJ, United Kingdom",Conference Paper,Scopus,2-s2.0-33745121887
[No author name available],Proceedings: 2005 IEEE Computer Society Conference on Computer Vision and Pattern RecognitionCVPR 2005,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,,,,1239,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745147515&partnerID=40&md5=281c3548397baf1d4d166d9cda7f7ecf,,,Conference Review,Scopus,2-s2.0-33745147515
"Itti L., Baldi P.",A principled approach to detecting surprising events in video,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467327,631,637,,191,10.1109/CVPR.2005.40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30444455292&doi=10.1109%2fCVPR.2005.40&partnerID=40&md5=41a8641b601d26c9ccba5762387be8f1,"Computer Science and Neuroscience, University of Southern California, Los Angeles, CA 90089, United States; Computer Science and Inst. for Genomics and Bioinformatics, University of California, Irvine, Irvine, CA 92697, United States","Itti, L., Computer Science and Neuroscience, University of Southern California, Los Angeles, CA 90089, United States; Baldi, P., Computer Science and Inst. for Genomics and Bioinformatics, University of California, Irvine, Irvine, CA 92697, United States",Conference Paper,Scopus,2-s2.0-30444455292
"Furao S., Hasegawa O.",An on-line learning mechanism for unsupervised classification and topology representation,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467330,651,656,,,10.1109/CVPR.2005.69,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745150446&doi=10.1109%2fCVPR.2005.69&partnerID=40&md5=0e1a4f88543c214d99ff3eb3f7b83de3,"Tokyo Institute of Technology, Japan; Tokyo Institute of Technology, PRESTO, Japan Science and Technology Agency, Japan","Furao, S., Tokyo Institute of Technology, Japan; Hasegawa, O., Tokyo Institute of Technology, PRESTO, Japan Science and Technology Agency, Japan",Conference Paper,Scopus,2-s2.0-33745150446
"Holub A., Perona P.",A discriminative framework for modelling object classes,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467332,664,671,,13,10.1109/CVPR.2005.25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745181681&doi=10.1109%2fCVPR.2005.25&partnerID=40&md5=69def81c2b8cf4dfaa5dd9f927f9e6b2,"Computation and Neural Systems, California Institute of Technology, Pasadena, CA 91125, United States","Holub, A., Computation and Neural Systems, California Institute of Technology, Pasadena, CA 91125, United States; Perona, P., Computation and Neural Systems, California Institute of Technology, Pasadena, CA 91125, United States",Conference Paper,Scopus,2-s2.0-33745181681
"Fujii K., Grossberg M.D., Nayar S.K.",A projector-camera system with real-time photometric adaptation for dynamic environments,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467351,814,821,,71,10.1109/CVPR.2005.41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745137479&doi=10.1109%2fCVPR.2005.41&partnerID=40&md5=4b415061316deac25acc341aca0153a7,"NTT Cyber Space Laboratories, NTT Corporation, Yokosuka, Japan; Dept. Computer Science, City University of New York, NY, United States; Dept. Computer Science, Columbia University, NY, United States","Fujii, K., NTT Cyber Space Laboratories, NTT Corporation, Yokosuka, Japan; Grossberg, M.D., Dept. Computer Science, City University of New York, NY, United States; Nayar, S.K., Dept. Computer Science, Columbia University, NY, United States",Conference Paper,Scopus,2-s2.0-33745137479
"Lim J., Yang M.-H.",A direct method for modeling non-rigid motion with thin plate spline,2005,"Proceedings - 2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition, CVPR 2005",I,,1467402,1196,1202,,32,10.1109/CVPR.2005.24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745133413&doi=10.1109%2fCVPR.2005.24&partnerID=40&md5=6a8e37d9308006f2ad067412f57ef3d2,"Department of Computer Science, University of Illinois at Urbana Champaign, Urbana, IL 61801, United States; Honda Research Institute, 800 California Street, Mountain View, CA 94041, United States","Lim, J., Department of Computer Science, University of Illinois at Urbana Champaign, Urbana, IL 61801, United States; Yang, M.-H., Honda Research Institute, 800 California Street, Mountain View, CA 94041, United States",Conference Paper,Scopus,2-s2.0-33745133413
