Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Lobato P., Larsen P.K., Hadid A., Sandau M., Almeida M.",On using soft biometrics in forensic investigation,2017,Advances in Computer Vision and Pattern Recognition,,,,241,266,,,10.1007/978-3-319-50673-9_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014111645&doi=10.1007%2f978-3-319-50673-9_11&partnerID=40&md5=2f5f2147d789b0e85342127a2ef04f7a,"Instituto de Telecomunicações, Instituto Superior Técnico, Universidade de Lisboa, Torre Norte, 10-15, Lisbon, Portugal; University of Copenhagen, Copenhagen, Denmark; University of Oulu, Oulu, Finland; Danish Institute of Fire and Security Technology, Hvidovre, Denmark","Lobato, P., Instituto de Telecomunicações, Instituto Superior Técnico, Universidade de Lisboa, Torre Norte, 10-15, Lisbon, Portugal; Larsen, P.K., University of Copenhagen, Copenhagen, Denmark; Hadid, A., University of Oulu, Oulu, Finland; Sandau, M., Danish Institute of Fire and Security Technology, Hvidovre, Denmark; Almeida, M., Instituto de Telecomunicações, Instituto Superior Técnico, Universidade de Lisboa, Torre Norte, 10-15, Lisbon, Portugal",Book Chapter,Scopus,2-s2.0-85014111645
"Wang N., Zhang S., Peng C., Li J., Gao X.",Face sketch recognition via data-driven synthesis,2017,Advances in Computer Vision and Pattern Recognition,,,,127,147,,,10.1007/978-3-319-50673-9_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014115951&doi=10.1007%2f978-3-319-50673-9_6&partnerID=40&md5=b6ab4f80fb3f5d4089b0fe761da1b4d4,"State Key Laboratory of Integrated Services Networks, School of Telecommunications Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China; Lab of Video & Image Processing Systems, School of Electronic Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China","Wang, N., State Key Laboratory of Integrated Services Networks, School of Telecommunications Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China; Zhang, S., Lab of Video & Image Processing Systems, School of Electronic Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China; Peng, C., Lab of Video & Image Processing Systems, School of Electronic Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China; Li, J., Lab of Video & Image Processing Systems, School of Electronic Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China; Gao, X., Lab of Video & Image Processing Systems, School of Electronic Engineering, Xidian University, No. 2 Taibai South Road, Yanta District, Xi’an, China",Book Chapter,Scopus,2-s2.0-85014115951
"Ellingsgaard J., Busch C.",Altered fingerprint detection,2017,Advances in Computer Vision and Pattern Recognition,,,,85,123,,,10.1007/978-3-319-50673-9_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014068373&doi=10.1007%2f978-3-319-50673-9_5&partnerID=40&md5=31998839bf44aa5b490e5961326a2b65,"Technical University of Denmark, Anker Engelunds Vej 1, Kongens Lyngby, Denmark; Norwegian Biometrics Laboratory, Norwegian University of Science and Technology (NTNU), P.O. Box 191, Gjøvik, Norway","Ellingsgaard, J., Technical University of Denmark, Anker Engelunds Vej 1, Kongens Lyngby, Denmark; Busch, C., Norwegian Biometrics Laboratory, Norwegian University of Science and Technology (NTNU), P.O. Box 191, Gjøvik, Norway",Book Chapter,Scopus,2-s2.0-85014068373
"Zheng J., Pate V.M., Chellappa R.",Recent developments in video-based face recognition,2017,Advances in Computer Vision and Pattern Recognition,,,,149,175,,,10.1007/978-3-319-50673-9_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014090654&doi=10.1007%2f978-3-319-50673-9_7&partnerID=40&md5=8b5ec77bbfebe2c68b21814bad5d4137,"Center for Automation Research, University of Maryland, College Park, MD, United States; Rutgers, The State University of New Jersey, 94 Brett Road, Piscataway, NJ, United States","Zheng, J., Center for Automation Research, University of Maryland, College Park, MD, United States; Pate, V.M., Rutgers, The State University of New Jersey, 94 Brett Road, Piscataway, NJ, United States; Chellappa, R., Center for Automation Research, University of Maryland, College Park, MD, United States",Book Chapter,Scopus,2-s2.0-85014090654
"Denman S., Halstead M., Fookes C., Sridharan S.",Locating people in surveillance video using soft biometric traits,2017,Advances in Computer Vision and Pattern Recognition,,,,267,288,,,10.1007/978-3-319-50673-9_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014092030&doi=10.1007%2f978-3-319-50673-9_12&partnerID=40&md5=dff46f8c74feb320a6f90ae94995d4b8,"Image and Video Research Laboratory, Queensland University of Technology, 2 George Street, Brisbane, Australia","Denman, S., Image and Video Research Laboratory, Queensland University of Technology, 2 George Street, Brisbane, Australia; Halstead, M., Image and Video Research Laboratory, Queensland University of Technology, 2 George Street, Brisbane, Australia; Fookes, C., Image and Video Research Laboratory, Queensland University of Technology, 2 George Street, Brisbane, Australia; Sridharan, S., Image and Video Research Laboratory, Queensland University of Technology, 2 George Street, Brisbane, Australia",Book Chapter,Scopus,2-s2.0-85014092030
"Hildebrandt M., Dittmann J., Vielhauer C.",Capture and analysis of latent marks,2017,Advances in Computer Vision and Pattern Recognition,,,,19,35,,,10.1007/978-3-319-50673-9_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014067302&doi=10.1007%2f978-3-319-50673-9_2&partnerID=40&md5=f0852055b2143dfc990a89e1c6bd1e17,"Department of Computer Science, Research Group Multimedia and Security, Otto-von-Guericke-University of Magdeburg, PO Box 4120, Magdeburg, Germany; The University of Buckingham, Buckingham, United Kingdom; Department of Informatics & Media, Brandenburg University of Applied Sciences, PO Box 2132, Brandenburg, Germany","Hildebrandt, M., Department of Computer Science, Research Group Multimedia and Security, Otto-von-Guericke-University of Magdeburg, PO Box 4120, Magdeburg, Germany; Dittmann, J., Department of Computer Science, Research Group Multimedia and Security, Otto-von-Guericke-University of Magdeburg, PO Box 4120, Magdeburg, Germany, The University of Buckingham, Buckingham, United Kingdom; Vielhauer, C., Department of Computer Science, Research Group Multimedia and Security, Otto-von-Guericke-University of Magdeburg, PO Box 4120, Magdeburg, Germany, Department of Informatics & Media, Brandenburg University of Applied Sciences, PO Box 2132, Brandenburg, Germany",Book Chapter,Scopus,2-s2.0-85014067302
"Lan Z., Yu S.-I., Yao D., Lin M., Raj B., Hauptmann A.",The Best of BothWorlds: Combining Data-Independent and Data-Driven Approaches for Action Recognition,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789642,1196,1205,,,10.1109/CVPRW.2016.152,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010199554&doi=10.1109%2fCVPRW.2016.152&partnerID=40&md5=ab75a5d7c0f70b537c873ff418437a80,,"Lan, Z.; Yu, S.-I.; Yao, D.; Lin, M.; Raj, B.; Hauptmann, A.",Conference Paper,Scopus,2-s2.0-85010199554
"Huo Z., Yang X., Xing C., Zhou Y., Hou P., Lv J., Geng X.",Deep Age Distribution Learning for Apparent Age Estimation,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789585,722,729,,,10.1109/CVPRW.2016.95,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010223578&doi=10.1109%2fCVPRW.2016.95&partnerID=40&md5=c43a8fa1f44c32d1a97270147dc3b92a,"Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China","Huo, Z., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China; Yang, X., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China; Xing, C., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China; Zhou, Y., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China; Hou, P., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China; Lv, J., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China; Geng, X., Key Lab of Computer Network and Information Integration (Ministry of Education), School of Computer Science and Engineering, Southeast University, Nanjing, China",Conference Paper,Scopus,2-s2.0-85010223578
"Akbar S.A., Chattopadhyay S., Elfiky N.M., Kak A.",A Novel Benchmark RGBD Dataset for Dormant Apple Trees and Its Application to Automatic Pruning,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789540,347,354,,,10.1109/CVPRW.2016.50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010190145&doi=10.1109%2fCVPRW.2016.50&partnerID=40&md5=e9f43b17da471cc938e09fd5c6695fb9,"School of Electrical and Computer Engineering, Purdue University, United States","Akbar, S.A., School of Electrical and Computer Engineering, Purdue University, United States; Chattopadhyay, S., School of Electrical and Computer Engineering, Purdue University, United States; Elfiky, N.M., School of Electrical and Computer Engineering, Purdue University, United States; Kak, A., School of Electrical and Computer Engineering, Purdue University, United States",Conference Paper,Scopus,2-s2.0-85010190145
"Xu K., Su H., Zhu J., Guan J.-S., Zhang B.",Neuron Segmentation Based on CNN with Semi-Supervised Regularization,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789657,1324,1332,,,10.1109/CVPRW.2016.167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010209757&doi=10.1109%2fCVPRW.2016.167&partnerID=40&md5=c8211c5e87a3b3e2165f658d8917ece9,"Department of Computer Science and Technology, State Key Lab of Intelligent Technology and Systems, Tsinghua National Lab for Information Science and Technology, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China; School of Life Sciences; Tsinghua-Peking Center for Life Sciences, MOE Key Laboratory of Protein Sciences, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China","Xu, K., Department of Computer Science and Technology, State Key Lab of Intelligent Technology and Systems, Tsinghua National Lab for Information Science and Technology, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China; Su, H., Department of Computer Science and Technology, State Key Lab of Intelligent Technology and Systems, Tsinghua National Lab for Information Science and Technology, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China; Zhu, J., Department of Computer Science and Technology, State Key Lab of Intelligent Technology and Systems, Tsinghua National Lab for Information Science and Technology, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China; Guan, J.-S., School of Life Sciences; Tsinghua-Peking Center for Life Sciences, MOE Key Laboratory of Protein Sciences, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China; Zhang, B., Department of Computer Science and Technology, State Key Lab of Intelligent Technology and Systems, Tsinghua National Lab for Information Science and Technology, Center for Bio-Inspired Computing Research, Tsinghua University, Beijing, China",Conference Paper,Scopus,2-s2.0-85010209757
"Liu S., Yang B., Yuen P.C., Zhao G.",A 3D Mask Face Anti-Spoofing Database with Real World Variations,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789683,1551,1557,,,10.1109/CVPRW.2016.193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010205084&doi=10.1109%2fCVPRW.2016.193&partnerID=40&md5=8858933a4fd70816bbf8d0786c5ee6eb,"Department of Computer Science, Hong Kong Baptist University, Hong Kong; Department of Computer Science and Engineering, University of Oulu, Finland","Liu, S., Department of Computer Science, Hong Kong Baptist University, Hong Kong; Yang, B., Department of Computer Science, Hong Kong Baptist University, Hong Kong; Yuen, P.C., Department of Computer Science, Hong Kong Baptist University, Hong Kong; Zhao, G., Department of Computer Science and Engineering, University of Oulu, Finland",Conference Paper,Scopus,2-s2.0-85010205084
"Fu C., Gadgil N., Tahboub K.K., Salama P., Dunn K.W., Delp E.J.",Four Dimensional Image Registration for Intravital Microscopy,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789665,1390,1398,,,10.1109/CVPRW.2016.175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010192531&doi=10.1109%2fCVPRW.2016.175&partnerID=40&md5=34e8b25d00496442ee6579a54e484884,"Purdue University, West Lafayette, IN, United States; Indiana University-Purdue University, Indianapolis, IN, United States; Indiana University, Indianapolis, IN, United States","Fu, C., Purdue University, West Lafayette, IN, United States; Gadgil, N., Purdue University, West Lafayette, IN, United States; Tahboub, K.K., Purdue University, West Lafayette, IN, United States; Salama, P., Indiana University-Purdue University, Indianapolis, IN, United States; Dunn, K.W., Indiana University, Indianapolis, IN, United States; Delp, E.J., Purdue University, West Lafayette, IN, United States",Conference Paper,Scopus,2-s2.0-85010192531
"Visin F., Romero A., Cho K., Matteucci M., Ciccone M., Kastner K., Bengio Y., Courville A.",ReSeg: A Recurrent Neural Network-Based Model for Semantic Segmentation,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789550,426,433,,,10.1109/CVPRW.2016.60,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010223513&doi=10.1109%2fCVPRW.2016.60&partnerID=40&md5=e74a1c14c7ddf2463918ad3cb8da2b78,"Dipartimento di Elettronica Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Montreal Institute for Learning Algorithms (MILA), University of Montreal, Montreal, QC, Canada; Courant Institute and Center for Data Science, New York University, New York, NY, United States; CIFAR, United States","Visin, F., Dipartimento di Elettronica Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy, Montreal Institute for Learning Algorithms (MILA), University of Montreal, Montreal, QC, Canada; Romero, A., Montreal Institute for Learning Algorithms (MILA), University of Montreal, Montreal, QC, Canada; Cho, K., Courant Institute and Center for Data Science, New York University, New York, NY, United States; Matteucci, M., Dipartimento di Elettronica Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Ciccone, M., Dipartimento di Elettronica Informazione e Bioingegneria, Politecnico di Milano, Milan, Italy; Kastner, K., Montreal Institute for Learning Algorithms (MILA), University of Montreal, Montreal, QC, Canada; Bengio, Y., CIFAR, United States; Courville, A., Montreal Institute for Learning Algorithms (MILA), University of Montreal, Montreal, QC, Canada",Conference Paper,Scopus,2-s2.0-85010223513
"Florea L., Florea C., Ionascu C.",Avoiding the Deconvolution: Framework Oriented Color Transfer for Enhancing Low-Light Images,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789611,936,944,,,10.1109/CVPRW.2016.121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010211631&doi=10.1109%2fCVPRW.2016.121&partnerID=40&md5=e0cf6647ea7bc69509020a995df031f0,"Image Processing and Analysis Laboratory, University Politehnica of Bucharest, Romania; Fotonation, Romania","Florea, L., Image Processing and Analysis Laboratory, University Politehnica of Bucharest, Romania; Florea, C., Image Processing and Analysis Laboratory, University Politehnica of Bucharest, Romania, Fotonation, Romania; Ionascu, C., Image Processing and Analysis Laboratory, University Politehnica of Bucharest, Romania",Conference Paper,Scopus,2-s2.0-85010211631
"Berendsen F.F., Marstal K., Klein S., Staring M.",The Design of SuperElastix - A Unifying Framework for a Wide Range of Image Registration Methodologies,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789559,498,506,,,10.1109/CVPRW.2016.69,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010223955&doi=10.1109%2fCVPRW.2016.69&partnerID=40&md5=dc7baf79ffe3f2bf7316f023fd6aa7a1,"Division of Image Processing (LKEB), Department of Radiology, Leiden University Medical Center, P.O. Box 9600, Leiden, Netherlands; Biomedical Imaging Group Rotterdam Erasmus MC, University Medical Center Rotterdam, Departments of Medical Informatics and Radiology, P.O. Box 2040, Rotterdam, Netherlands","Berendsen, F.F., Division of Image Processing (LKEB), Department of Radiology, Leiden University Medical Center, P.O. Box 9600, Leiden, Netherlands; Marstal, K., Biomedical Imaging Group Rotterdam Erasmus MC, University Medical Center Rotterdam, Departments of Medical Informatics and Radiology, P.O. Box 2040, Rotterdam, Netherlands; Klein, S., Biomedical Imaging Group Rotterdam Erasmus MC, University Medical Center Rotterdam, Departments of Medical Informatics and Radiology, P.O. Box 2040, Rotterdam, Netherlands; Staring, M., Division of Image Processing (LKEB), Department of Radiology, Leiden University Medical Center, P.O. Box 9600, Leiden, Netherlands",Conference Paper,Scopus,2-s2.0-85010223955
"Kaltenmark I., Trouve A.",Partial Matchings and Growth Mapped Evolutions in Shape Spaces,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789617,990,998,,,10.1109/CVPRW.2016.127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010207317&doi=10.1109%2fCVPRW.2016.127&partnerID=40&md5=201a6b300299e57bfcbe8780e88b6380,"CMLA, ENS Cachan, CNRS, Université Paris-Saclay, Cachan, France","Kaltenmark, I., CMLA, ENS Cachan, CNRS, Université Paris-Saclay, Cachan, France; Trouve, A., CMLA, ENS Cachan, CNRS, Université Paris-Saclay, Cachan, France",Conference Paper,Scopus,2-s2.0-85010207317
"Bernal J., Dogan G., Hagwood C.R.",Fast Dynamic Programming for Elastic Registration of Curves,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789627,1066,1073,,,10.1109/CVPRW.2016.137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010192500&doi=10.1109%2fCVPRW.2016.137&partnerID=40&md5=08af748059c2423bd62b2757b6f85640,"National Institute of Standards and Technology, United States; Theiss Research, United States","Bernal, J., National Institute of Standards and Technology, United States; Dogan, G., National Institute of Standards and Technology, United States, Theiss Research, United States; Hagwood, C.R., National Institute of Standards and Technology, United States",Conference Paper,Scopus,2-s2.0-85010192500
[No author name available],IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,,,,1632,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010220730&partnerID=40&md5=5a9f38dce92bf009b58397cadfa5d163,,,Conference Review,Scopus,2-s2.0-85010220730
"Gurpinar F., Kaya H., Dibeklioglu H., Salah A.A.",Kernel ELM and CNN Based Facial Age Estimation,2016,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,,,7789593,785,791,,2,10.1109/CVPRW.2016.103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010203580&doi=10.1109%2fCVPRW.2016.103&partnerID=40&md5=046e7bd044422145a4d2dccc77cff219,"Program of Computational Science and Engineering, Bogazici University, Istanbul, Turkey; Department of Computer Engineering, Namik Kemal University, Tekirdag, Turkey; Pattern Recognition and Bioinformatics Group, Delft University of Technology, Delft, Netherlands; Department of Computer Engineering, Bogazici University, Istanbul, Turkey","Gurpinar, F., Program of Computational Science and Engineering, Bogazici University, Istanbul, Turkey; Kaya, H., Department of Computer Engineering, Namik Kemal University, Tekirdag, Turkey; Dibeklioglu, H., Pattern Recognition and Bioinformatics Group, Delft University of Technology, Delft, Netherlands; Salah, A.A., Department of Computer Engineering, Bogazici University, Istanbul, Turkey",Conference Paper,Scopus,2-s2.0-85010203580
